Id,CreationDate,uri
37999310,December 2012,http://dbpedia.org/resource/Claudia_Amengual
38162305,January 2013,http://dbpedia.org/resource/Katalin_Ertsey
38156300,January 2013,http://dbpedia.org/resource/Dave_Edwards_(Wyoming_politician)
37873044,December 2012,http://dbpedia.org/resource/Phil_Scraton
37951511,December 2012,http://dbpedia.org/resource/Elite_(record_producer)
37939601,December 2012,http://dbpedia.org/resource/Ren%C3%A9_Lewejohann
38136179,January 2013,http://dbpedia.org/resource/Henry_McKee_Minton
37965265,December 2012,http://dbpedia.org/resource/Jan_Vos_(politician)
37903619,December 2012,http://dbpedia.org/resource/George_A._Billings
38194119,January 2013,http://dbpedia.org/resource/Rajashree_(actress)
38084805,January 2013,http://dbpedia.org/resource/Maciej_Hreniak
37964236,December 2012,http://dbpedia.org/resource/Te%C3%B3filo_Diek
37946715,December 2012,http://dbpedia.org/resource/Willem_Jacob_Verdenius
38058399,December 2012,http://dbpedia.org/resource/Jacob_C._Gutman
37926754,December 2012,http://dbpedia.org/resource/Noel_Wild
38155448,January 2013,http://dbpedia.org/resource/Evelyn_Insam
37892276,December 2012,http://dbpedia.org/resource/Wally_Besser
37886151,December 2012,http://dbpedia.org/resource/Rishi_Dhawan
38147644,January 2013,http://dbpedia.org/resource/James_Young_(basketball)
38167210,January 2013,http://dbpedia.org/resource/Lelde_Stumbre
37962006,December 2012,http://dbpedia.org/resource/Bo_Wallace
 , ,http://dbpedia.org/resource/Gerdi_Staelens
37952334,December 2012,http://dbpedia.org/resource/David_Cormican
38159899,January 2013,http://dbpedia.org/resource/Chris_Dieker
37901934,December 2012,http://dbpedia.org/resource/Adelayo_Adedayo
38021424,December 2012,http://dbpedia.org/resource/Rajesh_Payal_Rai
38026593,December 2012,http://dbpedia.org/resource/Rudra_Kandali
38057913,December 2012,http://dbpedia.org/resource/William_A._Mayer
37881291,December 2012,http://dbpedia.org/resource/Gianfranco_Lazzer
37951817,December 2012,http://dbpedia.org/resource/Edward_Bartow
38073881,December 2012,http://dbpedia.org/resource/Artur_Dilman
37943307,December 2012,http://dbpedia.org/resource/Luise_Brunner
37936398,December 2012,http://dbpedia.org/resource/Konstadinos_Stefanopoulos
37912987,December 2012,http://dbpedia.org/resource/Peter_Hargitay
38098340,January 2013,http://dbpedia.org/resource/Stephen_M._Gose
37940470,December 2012,http://dbpedia.org/resource/Jawan_Jamison
38163145,January 2013,http://dbpedia.org/resource/Ceyhun_Yazar
37932658,December 2012,http://dbpedia.org/resource/Mary_Hill_Fulstone
37931604,December 2012,http://dbpedia.org/resource/Sam_Ball_(filmmaker)
37984791,September 2014,http://dbpedia.org/resource/Charles_Dibdin_(the_younger)
37905497,December 2012,http://dbpedia.org/resource/Mike_Stud
38068925,December 2012,http://dbpedia.org/resource/Fausto_Lurati
37997687,December 2012,http://dbpedia.org/resource/Maryam_Durani
37951555,December 2012,http://dbpedia.org/resource/Warren_Foote
37926875,December 2012,http://dbpedia.org/resource/Oleg_Normatov
37971176,December 2012,http://dbpedia.org/resource/Manuel_Valera
37926881,December 2012,http://dbpedia.org/resource/Jakub_Janso
6308998,September 2015,http://dbpedia.org/resource/Chris_Walker_(basketball)
38061299,December 2012,http://dbpedia.org/resource/Douglas_Hamilton_(journalist)
38201151,January 2013,http://dbpedia.org/resource/Hans_Karl_Burgeff
37980164,December 2012,http://dbpedia.org/resource/C._F._Hamilton
37990693,December 2012,http://dbpedia.org/resource/Katja_Pettersson
38118169,January 2013,http://dbpedia.org/resource/John_Hemmingham
