Id,CreationDate,uri
37279438,October 2012,http://dbpedia.org/resource/Michael_Cooney
37131039,September 2012,http://dbpedia.org/resource/Bahman_Nassim
37305334,October 2012,http://dbpedia.org/resource/Henning_Karlsson
37434861,February 2015,"http://dbpedia.org/resource/Hombre_Bala,_Jr."
37192968,October 2012,http://dbpedia.org/resource/John_Both_de_Bajna
37444967,December 2017,http://dbpedia.org/resource/Stevan_Naumov
37446240,October 2012,http://dbpedia.org/resource/Jordan_Evans_(producer)
37305930,October 2012,http://dbpedia.org/resource/Reimund_Neugebauer
37281803,October 2012,http://dbpedia.org/resource/Janak_Kotak
37392878,October 2012,http://dbpedia.org/resource/Stanis%C5%82aw_Dubois
37075345,September 2012,http://dbpedia.org/resource/Kostas_Skoupras
37228883,October 2012,http://dbpedia.org/resource/Myint_Aung_(MP)
37120899,September 2012,http://dbpedia.org/resource/Rodney_Sieh
37251799,October 2012,http://dbpedia.org/resource/Aleksei_Kulbakov
37367905,October 2012,http://dbpedia.org/resource/Lionel_Gilbert
37312227,October 2012,http://dbpedia.org/resource/Quinton_Boatswain
37383974,October 2012,http://dbpedia.org/resource/Alberto_Nahmias
37416491,October 2012,http://dbpedia.org/resource/Setariki_Rakabula
37366603,October 2012,http://dbpedia.org/resource/Ana_Lya_Uriarte
37434687,October 2012,"http://dbpedia.org/resource/Jane_Scott,_Duchess_of_Buccleuch"
37074284,September 2012,http://dbpedia.org/resource/Garo_Sassouni
37397716,October 2012,http://dbpedia.org/resource/Viktor_Danilov
37426390,October 2012,http://dbpedia.org/resource/Frank_Pattee
37435632,October 2012,http://dbpedia.org/resource/Edmund_Rosales
37396390,October 2012,http://dbpedia.org/resource/Anthony_Barnard
37462989,October 2017,"http://dbpedia.org/resource/John_H._Flood,_Jr."
37189840,October 2012,http://dbpedia.org/resource/Min_Min_Thu
37415633,October 2012,http://dbpedia.org/resource/Francesco_Laparelli
37111259,September 2012,http://dbpedia.org/resource/Willa_Muir
37383765,October 2012,http://dbpedia.org/resource/Philip_North
37066184,September 2012,http://dbpedia.org/resource/Wakanoumi_Masateru_II
37091809,September 2012,http://dbpedia.org/resource/Jerrauld_Jones
37260928,October 2012,http://dbpedia.org/resource/Maurice_Larkin
37329904,October 2012,http://dbpedia.org/resource/Christina_Shakovets
37368267,October 2012,http://dbpedia.org/resource/Rutger_Gunnarsson
37311889,October 2012,http://dbpedia.org/resource/Pierre-Georges_LeClercq
37086931,September 2012,"http://dbpedia.org/resource/V%C3%A1clav_Eusebius_Franti%C5%A1ek,_Prince_of_Lobkowicz"
37118162,September 2012,http://dbpedia.org/resource/Kjetil_Hasund
37270893,October 2012,http://dbpedia.org/resource/Elena_Denisova
37312852,June 2014,http://dbpedia.org/resource/Hanna_Hatsko
37344341,October 2012,http://dbpedia.org/resource/William_Turner_(Lord_Mayor)
 , ,http://dbpedia.org/resource/Alana_Lee
37418834,October 2012,http://dbpedia.org/resource/Thomas_Williams_(Archbishop_of_Birmingham)
37078833,September 2012,http://dbpedia.org/resource/Robert_Cotton_(died_1559)
37206234,October 2012,http://dbpedia.org/resource/Per_Nyqvist
37401145,October 2012,http://dbpedia.org/resource/Julius_Wolff_(mathematician)
37168601,September 2012,http://dbpedia.org/resource/Adrien_Ouellette
37365634,October 2012,http://dbpedia.org/resource/Thadd%C3%A4us_Troll
37286375,October 2012,http://dbpedia.org/resource/Anna_Laura_Bryan
37115669,September 2012,http://dbpedia.org/resource/Gunnerius_Furuholmen
37162118,September 2012,http://dbpedia.org/resource/Peter_Groeger
37376018,October 2012,http://dbpedia.org/resource/Devon_Grousis
37249500,October 2012,http://dbpedia.org/resource/Joseph_B._Murdock
37431484,October 2012,http://dbpedia.org/resource/Isaac_Bencowitz
37461485,October 2012,http://dbpedia.org/resource/Craig_Vetter
37357819,October 2012,http://dbpedia.org/resource/Ian_Ayre_(tennis)
37253190,October 2012,http://dbpedia.org/resource/Aashka_Goradia
37192456,October 2012,http://dbpedia.org/resource/Steve_Woodmore
37195144,October 2012,http://dbpedia.org/resource/Chris_England
37487091,October 2012,http://dbpedia.org/resource/Rinaldo_Brutoco
37230930,October 2012,http://dbpedia.org/resource/Marwan_Charbel
37099459,September 2012,http://dbpedia.org/resource/David_S._Coltrane
37265140,October 2012,http://dbpedia.org/resource/Ernest_Ryder
37079704,September 2012,http://dbpedia.org/resource/Gareth_Gwynn
37160801,September 2012,http://dbpedia.org/resource/Riccardo_Casini
37175057,September 2012,http://dbpedia.org/resource/Fritz_von_Miller
37063454,September 2012,http://dbpedia.org/resource/Sergei_Kovalenko_(sport_shooter)
37189901,October 2012,http://dbpedia.org/resource/Myo_Min_Latt
37385095,October 2012,http://dbpedia.org/resource/Eliza_Phillips
37118426,September 2012,http://dbpedia.org/resource/Girolamo_di_Corregio
37276101,October 2012,http://dbpedia.org/resource/Deborah_Magid
37152879,September 2012,http://dbpedia.org/resource/Rennis_Ponniah
37238986,October 2012,http://dbpedia.org/resource/Charles_Earle
37396059,October 2012,http://dbpedia.org/resource/Cecilia_Lindqvist
37319384,November 2014,http://dbpedia.org/resource/Brendan_Healy_(comic)
12018393,October 2012,http://dbpedia.org/resource/Anastas_Mikoyan_Jr.
37346353,October 2012,http://dbpedia.org/resource/Warner_B._Bayley
37134207,September 2012,http://dbpedia.org/resource/Li_Songyi
37106699,September 2012,http://dbpedia.org/resource/Peter_Maurer
37393767,October 2012,"http://dbpedia.org/resource/John_Harris,_Baron_Harris_of_Greenwich"
37324786,October 2012,http://dbpedia.org/resource/Thomas_Lauth
37359086,October 2012,http://dbpedia.org/resource/Allan_Singleton-Wood
 , ,http://dbpedia.org/resource/David_%E2%80%9CKawika%E2%80%9D_Maszak
37062721,September 2012,http://dbpedia.org/resource/Tiras_Nyingi_Ngahu
37091669,September 2012,http://dbpedia.org/resource/John_H._James_(sailor)
37395743,October 2012,http://dbpedia.org/resource/J%C3%B3zef_Berger
37433167,October 2012,http://dbpedia.org/resource/Nicolaj_Kopernikus
37244068,October 2012,"http://dbpedia.org/resource/John_Hamilton_(musician,_scholar)"
37340876,October 2012,http://dbpedia.org/resource/Dani%C3%ABl_Tomberg
37160314,September 2012,http://dbpedia.org/resource/Ella_Du_Cane
37332461,October 2012,http://dbpedia.org/resource/Chantal_Dumas
37408048,October 2018,http://dbpedia.org/resource/Sandor_(Alexander)_Gallus
