Id,CreationDate,uri
35012150,March 2012,http://dbpedia.org/resource/Matteo_I_Visconti
35003953,March 2012,http://dbpedia.org/resource/Eilis_Kirwan
35024932,March 2012,http://dbpedia.org/resource/Marcin_Sobala
34966386,March 2012,http://dbpedia.org/resource/Victoria_Monks
35016908,March 2012,http://dbpedia.org/resource/Richard_L%C3%A1sik
35063353,March 2012,http://dbpedia.org/resource/Eudenice_Palaruan
35004656,March 2012,http://dbpedia.org/resource/Bill_Sirs
35059533,March 2012,http://dbpedia.org/resource/Edward_Ayscough_(died_1668)
35121936,October 2017,http://dbpedia.org/resource/Pete_Smith_(speedway_rider_born_1957)
34814479,February 2012,http://dbpedia.org/resource/Kurt_von_Kleefeld
34850817,February 2012,http://dbpedia.org/resource/Dina_Pronicheva
35083008,March 2012,http://dbpedia.org/resource/Harold_Mattingly
34978135,March 2012,http://dbpedia.org/resource/Gohar_Gasparyan_(television_presenter)
 , ,http://dbpedia.org/resource/Doreen_Virtue
35061597,March 2012,http://dbpedia.org/resource/Jan_Mybrand
35061477,March 2012,http://dbpedia.org/resource/Ruth_Eweler
34885251,February 2012,http://dbpedia.org/resource/Jack_Dagger
35016563,March 2012,http://dbpedia.org/resource/Joe_Bryan
35033756,March 2012,http://dbpedia.org/resource/Amarnath_Pradhan
35011894,March 2012,http://dbpedia.org/resource/Kamla_Devi_Patle
34891730,February 2012,http://dbpedia.org/resource/Christie_Murray
34864187,December 2016,"http://dbpedia.org/resource/John_Smith_(Medal_of_Honor,_b._1831)"
34943906,March 2012,http://dbpedia.org/resource/Grant_Doyle_(baritone)
35119449,March 2012,http://dbpedia.org/resource/Allyn_King
34954545,March 2012,http://dbpedia.org/resource/Leif_Anderson
34797193,February 2012,http://dbpedia.org/resource/Mara_Venier
35117512,March 2012,http://dbpedia.org/resource/Nabil_Benabdallah
34989925,March 2012,http://dbpedia.org/resource/Jamell_Fleming
34937941,March 2012,http://dbpedia.org/resource/Emil_Salvini
34836729,February 2012,http://dbpedia.org/resource/Danny_Trainor
